geneName,protein.coding,abundant
GYG2-AS1,N,N
GYLTL1B,Y,Y
GYPA,Y,N
GYPB,Y,N
GYPC,Y,Y
GYPE,Y,N
GYS1,Y,Y
GYS2,Y,N
GZF1,Y,Y
GZMA,Y,Y
GZMB,Y,Y
GZMH,Y,Y
GZMK,Y,Y
GZMM,Y,Y
H19,N,N
H19_1,N,N
H19_2,N,N
H19_3,N,N
H1F0,Y,Y
H1FNT,Y,N
H1FOO,Y,N
H1FX,Y,Y
H1FX-AS1,N,N
H2AFB1,Y,N
H2AFB2,Y,N
H2AFB3,Y,N
H2AFJ,Y,Y
H2AFV,Y,Y
H2AFX,Y,Y
H2AFY,Y,Y
H2AFY2,Y,Y
H2AFZ,Y,Y
H2BFM,Y,N
H2BFS,Y,Y
H2BFWT,Y,N
H3F3A,Y,Y
H3F3B,Y,Y
H3F3C,Y,Y
H6PD,Y,Y
HAAO,Y,Y
HABP2,Y,N
HABP4,Y,Y
HACD1,Y,Y
HACD2,Y,Y
HACD3,Y,Y
HACD4,Y,Y
HACE1,Y,Y
HACL1,Y,Y
HADH,Y,Y
HADHA,Y,Y
HADHB,Y,Y
HAGH,Y,Y
HAGHL,Y,Y
HAGLR,N,N
HAGLROS,N,N
HAL,Y,Y
Hammerhead_HH10,N,N
Hammerhead_HH9,N,N
HAMP,Y,Y
HAND1,Y,N
HAND2,Y,N
HAND2-AS1,N,N
HAO1,Y,N
HAO2,Y,N
HAO2-IT1,N,N
HAP1,Y,N
HAPLN1,Y,N
HAPLN2,Y,N
HAPLN3,Y,Y
HAPLN4,Y,Y
HAR1A,N,N
HAR1B,N,N
HARBI1,Y,Y
HARS,Y,Y
HARS2,Y,Y
HAS1,Y,Y
HAS2,Y,Y
HAS2-AS1,N,N
HAS3,Y,Y
HAT1,Y,Y
HAUS1,Y,Y
HAUS2,Y,Y
HAUS3,Y,Y
HAUS4,Y,Y
HAUS5,Y,Y
HAUS6,Y,Y
HAUS7,Y,Y
HAUS8,Y,Y
HAVCR1,Y,Y
HAVCR2,Y,Y
HAX1,Y,Y
HBA1,Y,Y
HBA2,Y,Y
HBB,Y,Y
HBD,Y,Y
HBE1,Y,N
HBEGF,Y,Y
HBG1,Y,N
HBG2,Y,N
HBM,Y,N
HBP1,Y,Y
HBQ1,Y,N
HBS1L,Y,Y
HBZ,Y,N
HCAR1,Y,N
HCAR2,Y,Y
HCAR3,Y,Y
HCCAT5,N,N
HCCS,Y,Y
HCFC1,Y,Y
HCFC1-AS1,N,N
HCFC1R1,Y,Y
HCFC2,Y,Y
HCG11,N,N
HCG14,N,N
HCG15,N,N
HCG16,N,N
HCG17,N,N
HCG18,N,N
HCG20,N,N
HCG2040054,N,N
HCG21,N,N
HCG22,Y,N
HCG23,N,N
HCG24,N,N
HCG25,N,N
HCG27,N,N
HCG9,N,N
HCK,Y,Y
HCLS1,Y,Y
HCN1,Y,N
HCN2,Y,Y
HCN3,Y,Y
HCN4,Y,N
HCP5,N,N
HCP5B,N,N
HCRT,Y,N
HCRTR1,Y,Y
HCRTR2,Y,N
HCST,Y,Y
HDAC1,Y,Y
HDAC10,Y,Y
HDAC11,Y,Y
HDAC11-AS1,N,N
HDAC2,Y,Y
HDAC3,Y,Y
HDAC4,Y,Y
HDAC5,Y,Y
HDAC6,Y,Y
HDAC7,Y,Y
HDAC8,Y,Y
HDAC9,Y,Y
HDC,Y,Y
HDDC2,Y,Y
HDDC3,Y,Y
HDGF,Y,Y
HDGFL1,Y,N
HDHD2,Y,Y
HDHD3,Y,Y
HDLBP,Y,Y
HDX,Y,Y
HEATR1,Y,Y
HEATR3,Y,Y
HEATR4,Y,Y
HEATR5A,Y,Y
HEATR5B,Y,Y
HEATR6,Y,Y
HEATR9,Y,Y
HEBP1,Y,Y
HEBP2,Y,Y
HECA,Y,Y
HECTD1,Y,Y
HECTD2,Y,Y
HECTD3,Y,Y
HECTD4,Y,Y
HECW1,Y,N
HECW1-IT1,N,N
HECW2,Y,Y
HEG1,Y,Y
HEIH,N,N
HELB,Y,Y
HELLPAR,N,N
HELLS,Y,Y
HELQ,Y,Y
HELT,Y,N
HELZ,Y,Y
HELZ2,Y,Y
HEMGN,Y,Y
HEMK1,Y,Y
HENMT1,Y,Y
HEPACAM,Y,N
HEPACAM2,Y,N
HEPH,Y,N
HEPHL1,Y,Y
HEPN1,Y,N
HERC1,Y,Y
HERC2,Y,Y
HERC3,Y,Y
HERC4,Y,Y
HERC5,Y,Y
HERC6,Y,Y
HERPUD1,Y,Y
HERPUD2,Y,Y
HES1,Y,Y
HES2,Y,N
HES3,Y,N
HES4,Y,Y
HES5,Y,N
HES6,Y,Y
HES7,Y,Y
HESX1,Y,Y
HEXA,Y,Y
HEXA-AS1,N,N
HEXB,Y,Y
HEXDC,Y,Y
HEXDC-IT1,N,N
HEXIM1,Y,Y
HEXIM2,Y,Y
HEY1,Y,Y
HEY2,Y,N
HEYL,Y,N
HFE,Y,Y
HFE2,Y,N
HFM1,Y,N
HGD,Y,Y
HGF,Y,Y
HGFAC,Y,N
HGH1,Y,Y
HGS,Y,Y
HGSNAT,Y,Y
HHAT,Y,Y
HHATL,Y,N
HHATL-AS1,N,N
HHEX,Y,Y
HHIP,Y,N
HHIP-AS1,N,N
HHIPL1,Y,N
HHIPL2,Y,Y
HHLA1,Y,N
HHLA2,Y,Y
HHLA3,N,N
HIAT1,Y,Y
HIATL1,Y,Y
HIATL2,Y,Y
HIBADH,Y,Y
HIBCH,Y,Y
HIC1,Y,Y
HIC2,Y,Y
HID1,Y,Y
HID1-AS1,N,N
HIF1A,Y,Y
HIF1A-AS1,N,N
HIF1A-AS2,N,N
HIF1AN,Y,Y
HIF3A,Y,N
HIGD1A,Y,Y
HIGD1B,Y,N
HIGD1C,Y,N
HIGD2A,Y,Y
HIGD2B,Y,N
HILPDA,Y,Y
HINFP,Y,Y
HINT1,Y,Y
HINT2,Y,Y
HINT3,Y,Y
HIP1,Y,Y
HIP1R,Y,Y
HIPK1,Y,Y
HIPK1-AS1,N,N
HIPK2,Y,Y
HIPK3,Y,Y
HIPK4,Y,Y
HIRA,Y,Y
HIRIP3,Y,Y
HIST1H1A,Y,Y
HIST1H1B,Y,Y
HIST1H1C,Y,Y
HIST1H1D,Y,Y
HIST1H1E,Y,Y
HIST1H1T,Y,N
HIST1H2AA,Y,N
HIST1H2AB,Y,Y
HIST1H2AC,Y,Y
HIST1H2AD,Y,Y
HIST1H2AE,Y,Y
HIST1H2AG,Y,Y
HIST1H2AH,Y,Y
HIST1H2AI,Y,Y
HIST1H2AJ,Y,Y
HIST1H2AK,Y,Y
HIST1H2AL,Y,Y
HIST1H2AM,Y,Y
HIST1H2BA,Y,N
HIST1H2BB,Y,Y
HIST1H2BC,Y,Y
HIST1H2BD,Y,Y
HIST1H2BE,Y,Y
HIST1H2BF,Y,Y
HIST1H2BG,Y,Y
HIST1H2BH,Y,Y
HIST1H2BI,Y,Y
HIST1H2BJ,Y,Y
HIST1H2BK,Y,Y
HIST1H2BL,Y,Y
HIST1H2BM,Y,Y
HIST1H2BN,Y,Y
HIST1H2BO,Y,Y
HIST1H3A,Y,Y
HIST1H3B,Y,Y
HIST1H3C,Y,Y
HIST1H3D,Y,Y
HIST1H3E,Y,Y
HIST1H3F,Y,Y
HIST1H3G,Y,Y
HIST1H3H,Y,Y
HIST1H3I,Y,Y
HIST1H3J,Y,Y
HIST1H4A,Y,Y
HIST1H4B,Y,Y
HIST1H4C,Y,Y
HIST1H4D,Y,Y
HIST1H4E,Y,Y
HIST1H4F,Y,Y
HIST1H4G,Y,N
HIST1H4H,Y,Y
HIST1H4I,Y,Y
HIST1H4J,Y,Y
HIST1H4K,Y,Y
HIST1H4L,Y,Y
HIST2H2AA3,Y,Y
HIST2H2AA4,Y,Y
HIST2H2AB,Y,Y
HIST2H2AC,Y,Y
HIST2H2BE,Y,Y
HIST2H2BF,Y,Y
HIST2H3A,Y,Y
HIST2H3C,Y,Y
HIST2H3D,Y,Y
HIST2H3PS2,N,N
HIST2H4A,Y,Y
HIST2H4B,Y,Y
HIST3H2A,Y,Y
HIST3H2BB,Y,Y
HIST3H3,Y,N
HIST4H4,Y,Y
HIVEP1,Y,Y
HIVEP2,Y,Y
HIVEP3,Y,Y
HJURP,Y,Y
HK1,Y,Y
HK2,Y,Y
HK3,Y,Y
HKDC1,Y,N
HKR1,Y,Y
HLA-A,Y,Y
HLA-B,Y,Y
HLA-C,Y,Y
HLA-DMA,Y,Y
HLA-DMB,Y,Y
HLA-DOA,Y,Y
HLA-DOB,Y,Y
HLA-DPA1,Y,Y
HLA-DPB1,Y,Y
HLA-DQA1,Y,Y
HLA-DQA2,Y,Y
HLA-DQB1,Y,Y
HLA-DQB1-AS1,N,N
HLA-DQB2,Y,N
HLA-DRA,Y,Y
HLA-DRB1,Y,Y
HLA-DRB3,Y,Y
HLA-DRB4,Y,Y
HLA-DRB5,Y,Y
HLA-E,Y,Y
HLA-F,Y,Y
HLA-F-AS1,N,N
HLA-G,Y,Y
HLCS,Y,Y
HLCS-IT1,N,N
HLF,Y,Y
HLTF,Y,Y
HLTF-AS1,N,N
HLX,Y,Y
HLX-AS1,N,N
HM13,Y,Y
HM13-AS1,N,N
HM13-IT1,N,N
HMBOX1,Y,Y
HMBOX1-IT1,N,N
HMBS,Y,Y
HMCES,Y,Y
HMCN1,Y,Y
HMCN2,Y,N
HMG20A,Y,Y
HMG20B,Y,Y
HMGA1,Y,Y
HMGA1P4,N,N
HMGA2,Y,Y
HMGB1,Y,Y
HMGB2,Y,Y
HMGB3,Y,Y
HMGB4,Y,N
HMGCL,Y,Y
HMGCLL1,Y,N
HMGCR,Y,Y
HMGCS1,Y,Y
HMGCS2,Y,N
HMGN1,Y,Y
HMGN2,Y,Y
HMGN3,Y,Y
HMGN3-AS1,N,N
HMGN4,Y,Y
HMGN5,Y,Y
HMGXB3,Y,Y
HMGXB4,Y,Y
HMHA1,Y,Y
HMHB1,Y,N
HMMR,Y,Y
HMMR-AS1,N,N
HMOX1,Y,Y
HMOX2,Y,Y
HMP19,Y,N
HMSD,Y,Y
HMX1,Y,N
HMX2,Y,N
HMX3,Y,N
HN1,Y,Y
HN1L,Y,Y
HNCAT21,N,N
HNF1A,Y,N
HNF1A-AS1,N,N
HNF1B,Y,N
HNF4A,Y,N
HNF4A-AS1,N,N
HNF4G,Y,N
HNMT,Y,Y
HNRNPA0,Y,Y
HNRNPA1,Y,Y
HNRNPA1L2,Y,Y
HNRNPA2B1,Y,Y
HNRNPA3,Y,Y
HNRNPAB,Y,Y
HNRNPC,Y,Y
HNRNPCL1,Y,Y
HNRNPCL2,Y,N
HNRNPCL3,Y,N
HNRNPCL4,Y,N
HNRNPD,Y,Y
HNRNPDL,Y,Y
HNRNPF,Y,Y
HNRNPH1,Y,Y
HNRNPH2,Y,Y
HNRNPH3,Y,Y
HNRNPK,Y,Y
HNRNPL,Y,Y
HNRNPLL,Y,Y
HNRNPM,Y,Y
HNRNPR,Y,Y
HNRNPU,Y,Y
HNRNPU-AS1,Y,Y
HNRNPUL1,Y,Y
HNRNPUL2,Y,Y
HNRNPUL2-BSCL2,N,N
HOGA1,Y,N
HOMER1,Y,Y
HOMER2,Y,Y
HOMER3,Y,Y
HOMEZ,Y,Y
HOOK1,Y,Y
HOOK2,Y,Y
HOOK3,Y,Y
HOPX,Y,Y
HORMAD1,Y,Y
HORMAD2,Y,N
HORMAD2-AS1,N,N
HOTAIR,N,N
HOTAIR_2,N,N
HOTAIR_3,N,N
HOTAIR_4,N,N
HOTAIR_5,N,N
HOTAIRM1,N,N
HOTAIRM1_1,N,N
HOTAIRM1_2,N,N
HOTAIRM1_3,N,N
HOTAIRM1_4,N,N
HOTAIRM1_5,N,N
HOTTIP,N,N
HOTTIP_1,N,N
HOTTIP_2,N,N
HOTTIP_3,N,N
HOTTIP_4,N,N
HOXA-AS2,N,N
HOXA-AS3,N,N
HOXA1,Y,Y
HOXA10,Y,Y
HOXA10-AS,N,N
HOXA10-HOXA9,N,N
HOXA11,Y,N
HOXA11-AS,N,N
HOXA11-AS1_1,N,N
HOXA11-AS1_2,N,N
HOXA11-AS1_3,N,N
HOXA11-AS1_4,N,N
HOXA11-AS1_5,N,N
HOXA11-AS1_6,N,N
HOXA13,Y,N
HOXA2,Y,Y
HOXA3,Y,Y
HOXA4,Y,N
HOXA5,Y,N
HOXA6,Y,N
HOXA7,Y,N
HOXA9,Y,Y
HOXB-AS1,N,N
HOXB-AS2,N,N
HOXB-AS3,N,N
HOXB-AS4,N,N
HOXB1,Y,N
HOXB13,Y,N
HOXB13-AS1_1,N,N
HOXB13-AS1_2,N,N
HOXB2,Y,Y
HOXB3,Y,Y
HOXB4,Y,Y
HOXB5,Y,N
HOXB6,Y,N
HOXB7,Y,N
HOXB8,Y,N
HOXB9,Y,N
HOXC-AS1,N,N
HOXC-AS2,N,N
HOXC-AS3,N,N
HOXC10,Y,N
HOXC11,Y,N
HOXC12,Y,N
HOXC13,Y,N
HOXC13-AS,N,N
HOXC4,Y,Y
HOXC5,Y,N
HOXC6,Y,N
HOXC8,Y,N
HOXC9,Y,N
HOXD-AS2,N,N
HOXD1,Y,N
HOXD10,Y,N
HOXD11,Y,N
HOXD12,Y,N
HOXD13,Y,N
HOXD3,Y,N
HOXD4,Y,N
HOXD8,Y,N
HOXD9,Y,N
HP,Y,Y
HP09025,N,N
HP1BP3,Y,Y
HPCA,Y,N
HPCAL1,Y,Y
HPCAL4,Y,Y
HPD,Y,Y
HPDL,Y,N
HPGD,Y,Y
HPGDS,Y,Y
HPN,Y,Y
HPN-AS1,N,N
HPR,Y,Y
HPRT1,Y,Y
HPS1,Y,Y
HPS3,Y,Y
HPS4,Y,Y
HPS5,Y,Y
HPS6,Y,Y
HPSE,Y,Y
HPSE2,Y,N
HPVC1,N,N
HPX,Y,N
HPYR1,N,N
HR,Y,Y
HRAS,Y,Y
HRASLS,Y,N
HRASLS2,Y,N
HRASLS5,Y,N
HRAT17,N,N
HRAT92,N,N
HRC,Y,N
HRCT1,Y,N
HRG,Y,N
HRH1,Y,Y
HRH2,Y,Y
HRH3,Y,N
HRH4,Y,Y
HRK,Y,Y
HRNR,Y,Y
HRSP12,Y,Y
HS1BP3,Y,Y
HS1BP3-IT1,N,N
HS2ST1,Y,Y
HS3ST1,Y,Y
HS3ST2,Y,Y
HS3ST3A1,Y,Y
HS3ST3B1,Y,Y
HS3ST4,Y,N
HS3ST5,Y,N
HS3ST6,Y,N
HS6ST1,Y,Y
HS6ST2,Y,N
HS6ST2-AS1,N,N
HS6ST3,Y,N
hsa-mir-1236,N,N
hsa-mir-1253,N,N
hsa-mir-1972-1,N,N
hsa-mir-3118-1,N,N
hsa-mir-3179-1,N,N
hsa-mir-3180-1,N,N
hsa-mir-3670-1,N,N
hsa-mir-3675,N,N
hsa-mir-3687-1,N,N
hsa-mir-5701-1,N,N
hsa-mir-6724-1,N,N
hsa-mir-8069-1,N,N
HSBP1,Y,Y
HSBP1L1,Y,Y
HSCB,Y,Y
HSD11B1,Y,Y
HSD11B1L,Y,Y
HSD11B2,Y,Y
HSD17B1,Y,Y
HSD17B10,Y,Y
HSD17B11,Y,Y
HSD17B12,Y,Y
HSD17B13,Y,N
HSD17B14,Y,Y
HSD17B2,Y,N
HSD17B3,Y,N
HSD17B4,Y,Y
HSD17B6,Y,N
HSD17B7,Y,Y
HSD17B8,Y,Y
HSD3B1,Y,N
HSD3B2,Y,N
HSD3B7,Y,Y
HSD52,N,N
HSDL1,Y,Y
HSDL2,Y,Y
HSF1,Y,Y
HSF2,Y,Y
HSF2BP,Y,Y
HSF4,Y,Y
HSF5,Y,Y
HSFX1,Y,Y
HSFX2,Y,N
HSFY1,Y,N
HSFY2,Y,N
HSH2D,Y,Y
HSP90AA1,Y,Y
HSP90AB1,Y,Y
HSP90B1,Y,Y
HSPA12A,Y,N
HSPA12B,Y,Y
HSPA13,Y,Y
HSPA14,Y,Y
HSPA1A,Y,Y
HSPA1B,Y,Y
HSPA1L,Y,Y
HSPA2,Y,Y
HSPA4,Y,Y
HSPA4L,Y,Y
HSPA5,Y,Y
HSPA6,Y,Y
HSPA8,Y,Y
HSPA9,Y,Y
HSPB1,Y,Y
HSPB11,Y,Y
HSPB2,Y,N
HSPB2-C11orf52,N,N
HSPB3,Y,N
HSPB6,Y,N
HSPB7,Y,N
HSPB8,Y,N
HSPB9,Y,Y
HSPBAP1,Y,Y
HSPBP1,Y,Y
HSPD1,Y,Y
HSPE1,Y,Y
HSPE1-MOB4,N,N
HSPG2,Y,Y
HSPH1,Y,Y
HTATIP2,Y,Y
HTATSF1,Y,Y
HTN1,Y,N
HTN3,Y,N
HTR1A,Y,N
HTR1B,Y,N
HTR1D,Y,N
HTR1E,Y,N
HTR1F,Y,Y
HTR2A,Y,Y
HTR2A-AS1,N,N
HTR2B,Y,Y
HTR2C,Y,N
HTR3A,Y,N
HTR3B,Y,N
HTR3C,Y,N
HTR3D,Y,N
HTR3E,Y,N
HTR3E-AS1,N,N
HTR4,Y,N
HTR5A,Y,N
HTR5A-AS1,N,N
HTR6,Y,N
HTR7,Y,Y
HTRA1,Y,Y
HTRA2,Y,Y
HTRA3,Y,Y
HTRA4,Y,Y
HTT,Y,Y
HTT-AS,N,N
HTT-AS1_1,N,N
HTT-AS1_2,N,N
HULC,N,N
HUNK,Y,N
HUNK-AS1,N,N
HUS1,Y,Y
HUS1B,Y,Y
HUWE1,Y,Y
HVCN1,Y,Y
HYAL1,Y,Y
HYAL2,Y,Y
HYAL3,Y,Y
HYAL4,Y,N
HYDIN,Y,Y
HYI,Y,Y
HYI-AS1,N,N
HYKK,Y,Y
HYLS1,Y,Y
HYMAI,N,N
HYOU1,Y,Y
HYPK,Y,Y
HYPM,Y,N
IAH1,Y,Y
IAPP,Y,N
IARS,Y,Y
IARS2,Y,Y
IBA57,Y,Y
IBA57-AS1,N,N
IBSP,Y,N
IBTK,Y,Y
ICA1,Y,Y
ICA1L,Y,Y
ICAM1,Y,Y
ICAM2,Y,Y
ICAM3,Y,Y
ICAM4,Y,Y
ICAM5,Y,Y
ICE1,Y,Y
ICE2,Y,Y
ICK,Y,Y
ICMT,Y,Y
ICOS,Y,Y
ICOSLG,Y,Y
ICT1,Y,Y
ID1,Y,Y
ID2,Y,Y
ID2-AS1,N,N
ID3,Y,Y
ID4,Y,N
IDE,Y,Y
IDH1,Y,Y
IDH1-AS1,N,N
IDH2,Y,Y
IDH3A,Y,Y
IDH3B,Y,Y
IDH3G,Y,Y
IDI1,Y,Y
IDI2,Y,N
IDI2-AS1,N,N
IDNK,Y,Y
IDO1,Y,Y
IDO2,Y,Y
IDS,Y,Y
IDUA,Y,Y
IER2,Y,Y
IER3,Y,Y
IER3IP1,Y,Y
IER5,Y,Y
IER5L,Y,Y
IFFO1,Y,Y
IFFO2,Y,Y
IFI16,Y,Y
IFI27,Y,Y
IFI27L1,Y,Y
IFI27L2,Y,Y
IFI30,Y,Y
IFI35,Y,Y
IFI44,Y,Y
IFI44L,Y,Y
IFI6,Y,Y
IFIH1,Y,Y
IFIT1,Y,Y
IFIT1B,Y,Y
IFIT2,Y,Y
IFIT3,Y,Y
IFIT5,Y,Y
IFITM1,Y,Y
IFITM10,Y,Y
IFITM2,Y,Y
IFITM3,Y,Y
IFITM5,Y,N
IFNA1,Y,N
IFNA10,Y,N
IFNA13,Y,Y
IFNA14,Y,N
IFNA16,Y,N
IFNA17,Y,N
IFNA2,Y,N
IFNA21,Y,N
IFNA4,Y,N
IFNA5,Y,N
IFNA6,Y,N
IFNA7,Y,N
IFNA8,Y,N
IFNAR1,Y,Y
IFNAR2,Y,Y
IFNB1,Y,Y
IFNE,Y,N
IFNG,Y,Y
IFNG-AS1,N,N
IFNGR1,Y,Y
IFNGR2,Y,Y
IFNK,Y,Y
IFNL1,Y,N
IFNL2,Y,N
IFNL3,Y,N
IFNL4,Y,N
IFNLR1,Y,Y
IFNW1,Y,N
IFRD1,Y,Y
IFRD2,Y,Y
IFT122,Y,Y
IFT140,Y,Y
IFT172,Y,Y
IFT20,Y,Y
IFT22,Y,Y
IFT27,Y,Y
IFT43,Y,Y
IFT46,Y,Y
IFT52,Y,Y
IFT57,Y,Y
IFT74,Y,Y
IFT74-AS1,N,N
IFT80,Y,Y
IFT81,Y,Y
IFT88,Y,Y
IGBP1,Y,Y
IGBP1-AS1,N,N
IGBP1-AS2,N,N
IGDCC3,Y,N
IGDCC4,Y,N
IGF1,Y,Y
IGF1R,Y,Y
IGF2,Y,Y
IGF2-AS,N,N
IGF2BP1,Y,N
IGF2BP2,Y,Y
IGF2BP2-AS1,N,N
IGF2BP3,Y,Y
IGF2R,Y,Y
IGFALS,Y,Y
IGFBP1,Y,N
IGFBP2,Y,N
IGFBP3,Y,Y
IGFBP4,Y,Y
IGFBP5,Y,N
IGFBP6,Y,N
IGFBP7,Y,Y
IGFBP7-AS1,N,N
IGFBPL1,Y,N
IGFL1,Y,N
IGFL2,Y,N
IGFL3,Y,N
IGFL4,Y,N
IGFLR1,Y,Y
IGFN1,Y,Y
IGHA1,N,N
IGHA2,N,N
IGHD,N,N
IGHD1-1,N,N
IGHD1-14,N,N
IGHD1-20,N,N
IGHD1-26,N,N
IGHD1-7,N,N
IGHD1OR15-1A,N,N
IGHD1OR15-1B,N,N
IGHD2-15,N,N
IGHD2-2,N,N
IGHD2-21,N,N
IGHD2-8,N,N
IGHD2OR15-2A,N,N
IGHD2OR15-2B,N,N
IGHD3-10,N,N
IGHD3-16,N,N
IGHD3-22,N,N
IGHD3-3,N,N
IGHD3-9,N,N
IGHD3OR15-3A,N,N
IGHD3OR15-3B,N,N
IGHD4-11,N,N
IGHD4-17,N,N
IGHD4-23,N,N
IGHD4-4,N,N
IGHD4OR15-4A,N,N
IGHD4OR15-4B,N,N
IGHD5-12,N,N
IGHD5-18,N,N
IGHD5-24,N,N
IGHD5-5,N,N
IGHD5OR15-5A,N,N
IGHD5OR15-5B,N,N
IGHD6-13,N,N
IGHD6-19,N,N
IGHD6-25,N,N
IGHD6-6,N,N
IGHD7-27,N,N
IGHE,N,N
IGHG1,N,N
IGHG2,N,N
IGHG3,N,N
IGHG4,N,N
IGHJ1,N,N
IGHJ2,N,N
IGHJ3,N,N
IGHJ4,N,N
IGHJ5,N,N
IGHJ6,N,N
IGHM,N,N
IGHMBP2,Y,Y
IGHV1-18,N,N
IGHV1-2,N,N
IGHV1-24,N,N
IGHV1-3,N,N
IGHV1-45,N,N
IGHV1-46,N,N
IGHV1-58,N,N
IGHV1-69,N,N
IGHV1-69-2,N,N
IGHV1OR15-1,N,N
IGHV1OR15-9,N,N
IGHV1OR21-1,N,N
IGHV2-26,N,N
IGHV2-5,N,N
IGHV2-70,N,N
IGHV2OR16-5,N,N
IGHV3-11,N,N
IGHV3-13,N,N
IGHV3-15,N,N
IGHV3-16,N,N
IGHV3-20,N,N
IGHV3-21,N,N
IGHV3-23,N,N
IGHV3-30,N,N
IGHV3-33,N,N
IGHV3-35,N,N
IGHV3-38,N,N
IGHV3-43,N,N
IGHV3-48,N,N
IGHV3-49,N,N
IGHV3-53,N,N
IGHV3-64,N,N
IGHV3-66,N,N
IGHV3-7,N,N
IGHV3-72,N,N
IGHV3-73,N,N
IGHV3-74,N,N
IGHV3OR15-7,N,N
IGHV3OR16-10,N,N
IGHV3OR16-12,N,N
IGHV3OR16-13,N,N
IGHV3OR16-8,N,N
IGHV3OR16-9,N,N
IGHV4-28,N,N
IGHV4-31,N,N
IGHV4-34,N,N
IGHV4-39,N,N
IGHV4-4,N,N
IGHV4-59,N,N
IGHV4-61,N,N
IGHV4OR15-8,N,N
IGHV5-51,N,N
IGHV6-1,N,N
IGHV7-81,N,N
IGIP,Y,Y
IGKC,N,N
IGKJ1,N,N
IGKJ2,N,N
IGKJ3,N,N
IGKJ4,N,N
IGKJ5,N,N
IGKV1-12,N,N
IGKV1-16,N,N
IGKV1-17,N,N
IGKV1-27,N,N
IGKV1-33,N,N
IGKV1-37,N,N
IGKV1-39,N,N
IGKV1-5,N,N
IGKV1-6,N,N
IGKV1-8,N,N
IGKV1-9,N,N
IGKV1D-12,N,N
IGKV1D-13,N,N
IGKV1D-16,N,N
IGKV1D-17,N,N
IGKV1D-33,N,N
IGKV1D-37,N,N
IGKV1D-39,N,N
IGKV1D-42,N,N
IGKV1D-43,N,N
IGKV1D-8,N,N
IGKV1OR2-108,N,N
IGKV2-24,N,N
IGKV2-28,N,N
IGKV2-30,N,N
IGKV2-40,N,N
IGKV2D-24,N,N
IGKV2D-26,N,N
IGKV2D-28,N,N
IGKV2D-29,N,N
IGKV2D-30,N,N
IGKV2D-40,N,N
IGKV3-11,N,N
IGKV3-15,N,N
IGKV3-20,N,N
IGKV3-7,N,N
IGKV3D-11,N,N
IGKV3D-15,N,N
IGKV3D-20,N,N
IGKV3D-7,N,N
IGKV3OR2-268,N,N
IGKV4-1,N,N
IGKV5-2,N,N
IGKV6-21,N,N
IGKV6D-21,N,N
IGKV6D-41,N,N
IGLC1,N,N
IGLC2,N,N
IGLC3,N,N
IGLC7,N,N
IGLJ1,N,N
IGLJ2,N,N
IGLJ3,N,N
IGLJ4,N,N
IGLJ5,N,N
IGLJ6,N,N
IGLJ7,N,N
IGLL1,Y,N
IGLL5,Y,Y
IGLON5,Y,Y
IGLV1-36,N,N
IGLV1-40,N,N
IGLV1-44,N,N
IGLV1-47,N,N
IGLV1-50,N,N
IGLV1-51,N,N
IGLV10-54,N,N
IGLV11-55,N,N
IGLV2-11,N,N
IGLV2-14,N,N
IGLV2-18,N,N
IGLV2-23,N,N
IGLV2-33,N,N
IGLV2-8,N,N
IGLV3-1,N,N
IGLV3-10,N,N
IGLV3-12,N,N
IGLV3-16,N,N
IGLV3-19,N,N
IGLV3-21,N,N
IGLV3-22,N,N
IGLV3-25,N,N
IGLV3-27,N,N
IGLV3-32,N,N
IGLV3-9,N,N
IGLV4-3,N,N
IGLV4-60,N,N
IGLV4-69,N,N
IGLV5-37,N,N
IGLV5-45,N,N
IGLV5-48,N,N
IGLV5-52,N,N
IGLV6-57,N,N
IGLV7-43,N,N
IGLV7-46,N,N
IGLV8-61,N,N
IGLV9-49,N,N
IGSF1,Y,N
IGSF10,Y,Y
IGSF11,Y,N
IGSF11-AS1,N,N
IGSF21,Y,N
IGSF22,Y,N
IGSF23,Y,N
IGSF3,Y,Y
IGSF5,Y,N
IGSF6,Y,Y
IGSF8,Y,Y
IGSF9,Y,Y
IGSF9B,Y,Y
IHH,Y,N
IK,Y,Y
IKBIP,Y,Y
IKBKAP,Y,Y
IKBKB,Y,Y
IKBKE,Y,Y
IKBKG,Y,Y
IKZF1,Y,Y
IKZF2,Y,Y
IKZF3,Y,Y
IKZF4,Y,Y
IKZF5,Y,Y
IL10,Y,Y
IL10RA,Y,Y
IL10RB,Y,Y
IL10RB-AS1,N,N
IL11,Y,N
IL11RA,Y,Y
IL12A,Y,Y
IL12A-AS1,N,N
IL12B,Y,Y
IL12RB1,Y,Y
IL12RB2,Y,Y
IL13,Y,N
IL13RA1,Y,Y
IL13RA2,Y,N
IL15,Y,Y
IL15RA,Y,Y
IL16,Y,Y
IL17A,Y,N
IL17B,Y,N
IL17C,Y,N
IL17D,Y,N
IL17F,Y,N
IL17RA,Y,Y
IL17RB,Y,Y
IL17RC,Y,Y
IL17RD,Y,Y
IL17RE,Y,Y
IL17REL,Y,N
IL18,Y,Y
IL18BP,Y,Y
IL18R1,Y,Y
IL18RAP,Y,Y
IL19,Y,Y
IL1A,Y,Y
IL1B,Y,Y
IL1F10,Y,N
IL1R1,Y,Y
IL1R2,Y,Y
IL1RAP,Y,Y
IL1RAPL1,Y,N
IL1RAPL2,Y,N
